ReactionID,Equation
NTPTP1,dgtp_c + h2o_c --> dgsn_c + pppi_c
FERtpp,fer_p <=> fer_c
DAGK141,12dgr141_c + atp_c --> adp_c + h_c + pa141_c
EX_pi_e_,pi_e <=> pi_b
EX_protein_Egl_e_,Egl_e --> Egl_b
PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
AIRC3,5aizc_c <=> 5caiz_c
CLtex,cl_e <=> cl_p
PGSA161,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c
GLUCD3,etfox_c + glutcoa_c --> etfrd_c + gl1coa_c
3OHPAMEStpp,3ohpame_c <=> 3ohpame_p
SERt2rpp,h_p + ser_L_p <=> h_c + ser_L_c
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c
DAGK161,12dgr161_c + atp_c --> adp_c + h_c + pa161_c
EX_PCW_RSc0249_act_e_,PCW_RSc0249_act_e --> PCW_RSc0249_act_b
EX_T3SS_E_RipR_e_,RipR_e <=> RipR_b
ACPS1,apoACP_c + coa_c --> ACP_c + h_c + pap_c
T3SS_E_RipAS_BioS,159.0 alatrna_c + 86.0 argtrna_c + 16.0 asntrna_c + 42.0 asptrna_c + 2918.472 atp_c + 3.0 cystrna_c + 40.0 glntrna_c + 50.0 glutrna_c + 57.0 glytrna_c + 2918.472 h2o_c + 24.0 histrna_c + 20.0 iletrna_c + 120.0 leutrna_c + 8.0 lystrna_c + 24.0 mettrna_c + 19.0 phetrna_c + 68.0 protrna_c + 51.0 sertrna_c + 36.0 thrtrna_c + 9.0 trptrna_c + 8.0 tyrtrna_c + 38.0 valtrna_c --> RipAS_c + 2918.472 adp_c + 2918.472 h_c + 2918.472 pi_c + 159.0 trnaala_c + 86.0 trnaarg_c + 58.0 trnaasp_c + 3.0 trnacys_c + 40.0 trnagln_c + 50.0 trnaglu_c + 57.0 trnagly_c + 24.0 trnahis_c + 20.0 trnaile_c + 120.0 trnaleu_c + 8.0 trnalys_c + 24.0 trnamet_c + 19.0 trnaphe_c + 68.0 trnapro_c + 51.0 trnaser_c + 36.0 trnathr_c + 9.0 trnatrp_c + 8.0 trnatyr_c + 38.0 trnaval_c
EX_T3SS_E_RipTPS_e_,RipTPS_e <=> RipTPS_b
ARGSL,argsuc_c <=> arg_L_c + fum_c
EX_hdcea_e_,hdcea_e <=> hdcea_b
AMPTASEAD,ala_L_asp_L_c + h2o_c --> ala_L_c + asp_L_c
2OBUTtex,2obut_e <=> 2obut_p
AMPTASEAE,ala_L_glu_L_c + h2o_c --> ala_L_c + glu_L_c
DURIPP,duri_c + pi_c <=> 2dr1p_c + ura_c
T3SS_E_RipT_BioS,48.0 alatrna_c + 23.0 argtrna_c + 7.0 asntrna_c + 13.0 asptrna_c + 1067.004 atp_c + 2.0 cystrna_c + 19.0 glntrna_c + 12.0 glutrna_c + 27.0 glytrna_c + 1067.004 h2o_c + 14.0 histrna_c + 9.0 iletrna_c + 28.0 leutrna_c + 10.0 lystrna_c + 7.0 mettrna_c + 15.0 phetrna_c + 17.0 protrna_c + 31.0 sertrna_c + 14.0 thrtrna_c + 2.0 trptrna_c + 7.0 tyrtrna_c + 16.0 valtrna_c --> RipT_c + 1067.004 adp_c + 1067.004 h_c + 1067.004 pi_c + 48.0 trnaala_c + 23.0 trnaarg_c + 20.0 trnaasp_c + 2.0 trnacys_c + 19.0 trnagln_c + 12.0 trnaglu_c + 27.0 trnagly_c + 14.0 trnahis_c + 9.0 trnaile_c + 28.0 trnaleu_c + 10.0 trnalys_c + 7.0 trnamet_c + 15.0 trnaphe_c + 17.0 trnapro_c + 31.0 trnaser_c + 14.0 trnathr_c + 2.0 trnatrp_c + 7.0 trnatyr_c + 16.0 trnaval_c
EX_co2_e_,co2_e <=> co2_b
PSGlcNacbioS,10.0 uacgam_c --> PS_GlcNAc_c + 10.0 h_c + 10.0 udp_c
SBTD_Dr,nad_c + sbt_D_c --> fru_c + h_c + nadh_c
GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c
HBDH,h2o_c + r3rhbb_c --> 2.0 bhb_c + h_c
QUINDH,nad_c + quin_kt_c <=> 3dhq_c + h_c + nadh_c
HSDy,hom_L_c + nadp_c <=> aspsa_c + h_c + nadph_c
T3SS_E_RipL_S,RipL_c + 1403.0 atp_c + 1403.0 h2o_c --> RipL_e + 1403.0 adp_c + 1403.0 h_c + 1403.0 pi_c
ACPPAT161,h_c + hdeACP_c + pi_c <=> ACP_c + hdceap_c
4HBZCT,4hbzcoa_c + h2o_c --> 4hbz_c + coa_c + h_c
ARGSSr,asp_L_c + atp_c + citr_L_c --> amp_c + argsuc_c + h_c + ppi_c
ACPPAT160,h_c + palmACP_c + pi_c <=> ACP_c + hdcap_c
PROT_RSc0104_BioS,108.0 alatrna_c + 37.0 argtrna_c + 54.0 asntrna_c + 89.0 asptrna_c + 3191.04 atp_c + 49.0 glntrna_c + 26.0 glutrna_c + 112.0 glytrna_c + 3191.04 h2o_c + 12.0 histrna_c + 48.0 iletrna_c + 85.0 leutrna_c + 29.0 lystrna_c + 18.0 mettrna_c + 38.0 phetrna_c + 22.0 protrna_c + 69.0 sertrna_c + 71.0 thrtrna_c + 17.0 trptrna_c + 21.0 tyrtrna_c + 55.0 valtrna_c --> RSc0104_c + 3191.04 adp_c + 3191.04 h_c + 3191.04 pi_c + 108.0 trnaala_c + 37.0 trnaarg_c + 143.0 trnaasp_c + 49.0 trnagln_c + 26.0 trnaglu_c + 112.0 trnagly_c + 12.0 trnahis_c + 48.0 trnaile_c + 85.0 trnaleu_c + 29.0 trnalys_c + 18.0 trnamet_c + 38.0 trnaphe_c + 22.0 trnapro_c + 69.0 trnaser_c + 71.0 trnathr_c + 17.0 trnatrp_c + 21.0 trnatyr_c + 55.0 trnaval_c
TDSR1,dsbcox_p + dsbdrd_c <=> dsbcrd_p + dsbdox_c
PROT_pe_Rsl2_S,Rsl2_p + 114.0 atp_c + 114.0 h2o_c --> Rsl2_e + 114.0 adp_c + 114.0 h_c + 114.0 pi_c
GALTtex,galt_e <=> galt_p
EX_glcn_e_,glcn_e <=> glcn_b
FUSAtex,fusa_e <=> fusa_p
METtex,met_L_e <=> met_L_p
LEUTRS,atp_c + leu_L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c
GLCFRUOXRpp,fru_p + glc_D_p --> g15l_p + sbt_D_p
EX_3OHPAMES_e_,3ohpame_e <=> 3ohpame_b
T3SS_E_RipA1_BioS,171.0 alatrna_c + 107.0 argtrna_c + 25.0 asntrna_c + 59.0 asptrna_c + 3533.412 atp_c + 7.0 cystrna_c + 42.0 glntrna_c + 35.0 glutrna_c + 90.0 glytrna_c + 3533.412 h2o_c + 28.0 histrna_c + 32.0 iletrna_c + 99.0 leutrna_c + 28.0 lystrna_c + 19.0 mettrna_c + 29.0 phetrna_c + 68.0 protrna_c + 69.0 sertrna_c + 77.0 thrtrna_c + 16.0 trptrna_c + 10.0 tyrtrna_c + 52.0 valtrna_c --> RipA1_c + 3533.412 adp_c + 3533.412 h_c + 3533.412 pi_c + 171.0 trnaala_c + 107.0 trnaarg_c + 84.0 trnaasp_c + 7.0 trnacys_c + 42.0 trnagln_c + 35.0 trnaglu_c + 90.0 trnagly_c + 28.0 trnahis_c + 32.0 trnaile_c + 99.0 trnaleu_c + 28.0 trnalys_c + 19.0 trnamet_c + 29.0 trnaphe_c + 68.0 trnapro_c + 69.0 trnaser_c + 77.0 trnathr_c + 16.0 trnatrp_c + 10.0 trnatyr_c + 52.0 trnaval_c
DDGALK,2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c
2AGPG180tipp,2agpg180_p --> 2agpg180_c
EX_tartr_L_e_,tartr_L_e <=> tartr_L_b
T3SS_E_RipG4_BioS,92.0 alatrna_c + 33.0 argtrna_c + 24.0 asntrna_c + 23.0 asptrna_c + 1535.688 atp_c + 6.0 cystrna_c + 8.0 glntrna_c + 15.0 glutrna_c + 48.0 glytrna_c + 1535.688 h2o_c + 4.0 histrna_c + 21.0 iletrna_c + 61.0 leutrna_c + 9.0 lystrna_c + 4.0 mettrna_c + 4.0 phetrna_c + 23.0 protrna_c + 32.0 sertrna_c + 29.0 thrtrna_c + 5.0 trptrna_c + 3.0 tyrtrna_c + 18.0 valtrna_c --> RipG4_c + 1535.688 adp_c + 1535.688 h_c + 1535.688 pi_c + 92.0 trnaala_c + 33.0 trnaarg_c + 47.0 trnaasp_c + 6.0 trnacys_c + 8.0 trnagln_c + 15.0 trnaglu_c + 48.0 trnagly_c + 4.0 trnahis_c + 21.0 trnaile_c + 61.0 trnaleu_c + 9.0 trnalys_c + 4.0 trnamet_c + 4.0 trnaphe_c + 23.0 trnapro_c + 32.0 trnaser_c + 29.0 trnathr_c + 5.0 trnatrp_c + 3.0 trnatyr_c + 18.0 trnaval_c
EX_sucr_e_,sucr_e <=> sucr_b
ACS,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c
DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c
GALCTtex,galct_D_e <=> galct_D_p
EX_ttdcea_e_,ttdcea_e <=> ttdcea_b
4PEPTabcpp,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
HMPK1,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c
23CAMPtex,23camp_e <=> 23camp_p
EX_mn2_e_,mn2_e <=> mn2_b
D4DGCD,5dh4dglc_c + h_c --> 25dop_c + co2_c + h2o_c
EX_T6SS_E_RSc3220_e_,RSc3220_e --> RSc3220_b
EX_dhap_e_,dhap_e <=> dhap_b
ADA,adn_c + h2o_c + h_c --> ins_c + nh4_c
GLYt2rpp,gly_p + h_p <=> gly_c + h_c
GLYCLTt4pp,glyclt_p + na1_p --> glyclt_c + na1_c
ARBTNLtpp,arbtnl_c + h_p --> arbtnl_p + h_c
N6DMAAH,h2o_c + n6dmalade_c --> 2.0 h_c + tzea_c
ACPPAT180,h_c + ocdcaACP_c + pi_c <=> ACP_c + ocdcap_c
PROT_pe_PehC_S,PehC_p + 680.0 atp_c + 680.0 h2o_c --> PehC_e + 680.0 adp_c + 680.0 h_c + 680.0 pi_c
EXOGLAS,14bglucan_e + 5.0 h2o_e --> 6.0 cellb_e
MTHFC_glu,h2o_c + methfglu_c <=> 10fthfglu_c + h_c
ACPPAT181,h_c + octeACP_c + pi_c <=> ACP_c + ocdceap_c
GTHP,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c
EX_protein_RSp0881_e_,RSp0881_e --> RSp0881_b
GTHS,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c
MCCDNR,2.0 fe3mccdn_c + nadph_c --> 2.0 fe2_c + h_c + 2.0 mccdn_c + nadp_c
FCOAHA,ferulcoa_c + h2o_c --> accoa_c + vanln_c
3OAR180,3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c
EX_chtbs_e_,chtbs_e <=> chtbs_b
COBRACDAS,2.0 atp_c + 2.0 gln_L_c + 2.0 h2o_c + hgbyr_c --> 2.0 adp_c + 2.0 glu_L_c + 2.0 h_c + hgbam_c + 2.0 pi_c
3OAR181,3ocvac11eACP_c + h_c + nadph_c <=> 3hcvac11eACP_c + nadp_c
APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c
APG3PAT180,glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c
E4PD,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c
CHLabcpp,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c
EX_T3SS_E_RipA1_e_,RipA1_e <=> RipA1_b
ACONtex,acon_C_e <=> acon_C_p
EX_Ss_e_,Ss_e <=> Ss_b
T3SS_E_RipBB_BioS,27.0 alatrna_c + 17.0 argtrna_c + 5.0 asntrna_c + 7.0 asptrna_c + 565.08 atp_c + 5.0 glntrna_c + 8.0 glutrna_c + 15.0 glytrna_c + 565.08 h2o_c + 5.0 histrna_c + 10.0 iletrna_c + 16.0 leutrna_c + 4.0 lystrna_c + 4.0 mettrna_c + 4.0 phetrna_c + 19.0 protrna_c + 10.0 sertrna_c + 7.0 thrtrna_c + 2.0 trptrna_c + tyrtrna_c + 4.0 valtrna_c --> RipBB_c + 565.08 adp_c + 565.08 h_c + 565.08 pi_c + 27.0 trnaala_c + 17.0 trnaarg_c + 12.0 trnaasp_c + 5.0 trnagln_c + 8.0 trnaglu_c + 15.0 trnagly_c + 5.0 trnahis_c + 10.0 trnaile_c + 16.0 trnaleu_c + 4.0 trnalys_c + 4.0 trnamet_c + 4.0 trnaphe_c + 19.0 trnapro_c + 10.0 trnaser_c + 7.0 trnathr_c + 2.0 trnatrp_c + trnatyr_c + 4.0 trnaval_c
FDMO,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c
GLUTRSasp,atp_c + glu_L_c + trnaasp_c --> amp_c + glutrna_asp_c + ppi_c
Htex,h_e <=> h_p
AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c
EX_T3SS_E_RipAG_e_,RipAG_e <=> RipAG_b
PROT_pe_RSp1071_S,RSp1071_p + 848.0 atp_c + 848.0 h2o_c --> RSp1071_e + 848.0 adp_c + 848.0 h_c + 848.0 pi_c
HPYRI,hpyr_c <=> 2h3oppan_c
BZDH,bzal_c + h2o_c + nad_c --> bz_c + 2.0 h_c + nadh_c
PROT_cp_Egl_S,Egl_c + 420.0 atp_c + 420.0 h2o_c --> Egl_p + 420.0 adp_c + 420.0 h_c + 420.0 pi_c
EX_aso3_e_,aso3_e <=> aso3_b
EX_n2_e_,n2_e <=> n2_b
LPLIPAL1A160pp,1hdecg3p_p + h2o_p --> glyc3p_p + h_p + hdca_p
IZPN,4izp_c + h2o_c --> forglu_c + h_c
ENO,2pg_c <=> h2o_c + pep_c
CO2tex,co2_e <=> co2_p
PERD,4per_c + nad_c <=> h_c + nadh_c + ohpb_c
EX_T3SS_E_RipAU_e_,RipAU_e <=> RipAU_b
HACDHG,cla_c + h2o_c --> cl_c + glyclt_c + h_c
TRPO2,o2_c + trp_L_c --> Lfmkynr_c
2AGPG140tipp,2agpg140_p --> 2agpg140_c
PG180abcpp,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c
3HPPPNH,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c
PPK10r,7.0 atp_c + pppi_c <=> 7.0 adp_c + polypi_c
LEUtex,leu_L_e <=> leu_L_p
EX_T3SS_E_RipAJ_e_,RipAJ_e <=> RipAJ_b
BLACT_ampi_ext,ampi_e + h2o_e <=> ampica_e + h_e
NDPK10,atp_c + didp_c --> adp_c + ditp_c
EX_3hoxid_e_,3hoxid_e <=> 3hoxid_b
GUAD,gua_c + h2o_c + h_c --> nh4_c + xan_c
PRAMPC,h2o_c + prbamp_c --> prfp_c
AM3PA,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c
EX_12dgr180_e_,12dgr180_e <=> 12dgr180_b
ABUTD,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c
HCINNMtex,3hcinnm_e <=> 3hcinnm_p
VALtex,val_L_e <=> val_L_p
EX_T3SS_E_RipBA_e_,RipBA_e <=> RipBA_b
T3SS_E_RipAA_BioS,15.0 alatrna_c + 27.0 argtrna_c + 6.0 asntrna_c + 19.0 asptrna_c + 764.52 atp_c + cystrna_c + 9.0 glntrna_c + 12.0 glutrna_c + 23.0 glytrna_c + 764.52 h2o_c + 11.0 histrna_c + 7.0 iletrna_c + 6.0 leutrna_c + 4.0 mettrna_c + 8.0 phetrna_c + 16.0 protrna_c + 30.0 sertrna_c + 10.0 thrtrna_c + 3.0 trptrna_c + 11.0 tyrtrna_c + 12.0 valtrna_c --> RipAA_c + 764.52 adp_c + 764.52 h_c + 764.52 pi_c + 15.0 trnaala_c + 27.0 trnaarg_c + 25.0 trnaasp_c + trnacys_c + 9.0 trnagln_c + 12.0 trnaglu_c + 23.0 trnagly_c + 11.0 trnahis_c + 7.0 trnaile_c + 6.0 trnaleu_c + 4.0 trnamet_c + 8.0 trnaphe_c + 16.0 trnapro_c + 30.0 trnaser_c + 10.0 trnathr_c + 3.0 trnatrp_c + 11.0 trnatyr_c + 12.0 trnaval_c
CU2tex,cu2_e <=> cu2_p
ALATA_D,akg_c + ala_D_c <=> glu_D_c + pyr_c
T3SS_E_RipS5_S,RipS5_c + 2338.0 atp_c + 2338.0 h2o_c --> RipS5_e + 2338.0 adp_c + 2338.0 h_c + 2338.0 pi_c
GLYC3Ptex,glyc3p_e <=> glyc3p_p
TARTRtex,tartr_L_e <=> tartr_L_p
2AGPA160tipp,2hdecg3p_p --> 2hdecg3p_c
DXPS,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c
DMPO_LACCASE,4.0 dmoxpol_c + o2_c --> 2.0 h2o_c + 4.0 tmoxdpq_c
EX_galur2u_e_,galur2u_e <=> galur2u_b
CANAt2pp,cana_L_c + h_p --> cana_L_b + h_c
ARGt3pp,arg_L_c + h_p --> arg_L_p + h_c
CYSST2,acser_c + tsul_c --> ac_c + sslcys_c
NADH16pp,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c
ASPK,asp_L_c + atp_c <=> 4pasp_c + adp_c
ZN2teff_e,h_p + zn2_p --> h_c + zn2_b
EX_pencilca_e,pencilca_e <=> pencilca_b
TRPS1r,3ig3p_c + ser_L_c --> g3p_c + h2o_c + trp_L_c
G1PTT,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c
EX_pa161_e_,pa161_e <=> pa161_b
ARBTNLtonex,arbtnl_fe3_e + h_p --> arbtnl_fe3_p + h_c
BTCSYN1,btade_c + coa_c <=> amp_c + btcoa_c + h_c
PPS,atp_c + h2o_c + pyr_c <=> amp_c + 2.0 h_c + pep_c + pi_c
BTCSYN2,atp_c + but_c + h_c <=> btade_c + ppi_c
EX_pbhb_e_,pbhb_e <=> pbhb_b
FALDtex,fald_e <=> fald_p
ASNNpp,asn_L_p + h2o_p --> asp_L_p + nh4_p
EX_mg2_e_,mg2_e <=> mg2_b
AMALT4,malt_c + malthx_c --> glc_D_c + malthp_c
AMALT3,malt_c + maltpt_c --> glc_D_c + malthx_c
AMALT2,malt_c + maltttr_c --> glc_D_c + maltpt_c
EX_novbcn_e_,novbcn_e <=> novbcn_b
AMALT1,malt_c + malttr_c --> glc_D_c + maltttr_c
O2Stpp,o2s_p <=> o2s_c
EX_3oochslac_e_,3oochslac_e <=> 3oochslac_b
SUCCt2_2pp,2.0 h_p + succ_p --> 2.0 h_c + succ_c
EX_gln_L_glu_L_e_,gln_L_glu_L_e <=> gln_L_glu_L_b
EX_T3SS_E_RipH3_e_,RipH3_e <=> RipH3_b
EX_T3SS_E_RipJ_e_,RipJ_e <=> RipJ_b
PA180abcpp,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c
FALGTHLs,fald_c + gthrd_c <=> hmgth_c
PROT_pe_RSc3151_S,RSc3151_p + 707.0 atp_c + 707.0 h2o_c --> RSc3151_e + 707.0 adp_c + 707.0 h_c + 707.0 pi_c
CMBLD2,h2o_c + tcmbo_c --> 2mac_c + h_c
EX_fald_e_,fald_e <=> fald_b
CATECHOLtex,catechol_e <=> catechol_p
CMBLD4,c4cmbo_c + h2o_c --> 2mac_c + h_c
LPLIPAL1G181pp,1agpg181_p + h2o_p --> g3pg_p + h_p + ocdcea_p
GLYCtpp,glyc_c <=> glyc_p
3HOXIDS,akg_c + h2o_c + h_c + nad_c + nadph_c + o2_c + trp_L_c <=> 3hoxid_c + ac_c + for_c + glu_L_c + nadh_c + nadp_c
T6SS_E_RSp0629_S,RSp0629_c + 957.0 atp_c + 957.0 h2o_c --> RSp0629_e + 957.0 adp_c + 957.0 h_c + 957.0 pi_c
UDP4KPS,nad_c + udpglcur_c --> co2_c + nadh_c + udp4kp_c
3OAR40,actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c
PPC,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
ASNN,asn_L_c + h2o_c --> asp_L_c + nh4_c
CARMDC,5c2o3e_c + h_c --> 2hhep24dd_c + co2_c
tumble,4.0 h_p --> 4.0 h_c
PPA,h2o_c + ppi_c --> h_c + 2.0 pi_c
BAPT2,ala_L_c + mmtsa_c <=> 3aib_c + pyr_c
GLNS,atp_c + glu_L_c + nh4_c --> adp_c + gln_L_c + h_c + pi_c
QATPSK3PT,atp_c + skm_c --> adp_c + h_c + skm3p_c
PPCOAC,atp_c + hco3_c + ppcoa_c <=> adp_c + h_c + mmcoa_S_c + pi_c
ampiteff,ampi_p + h_p --> ampi_b + h_c
ORNabcpp,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c
ASR_gr,aso4_c + grxrd_c <=> aso3_c + grxox_c + h2o_c
DDPGALA,2dh3dgal6p_c <=> g3p_c + pyr_c
EX_EPS_e_,EPS_e <=> EPS_b
PROT_RSc0249_BioS,128.0 alatrna_c + 62.0 argtrna_c + 107.0 asntrna_c + 184.0 asptrna_c + 4982.676 atp_c + 46.0 glntrna_c + 42.0 glutrna_c + 232.0 glytrna_c + 4982.676 h2o_c + 14.0 histrna_c + 58.0 iletrna_c + 131.0 leutrna_c + 25.0 lystrna_c + 10.0 mettrna_c + 41.0 phetrna_c + 31.0 protrna_c + 101.0 sertrna_c + 122.0 thrtrna_c + 17.0 trptrna_c + 69.0 tyrtrna_c + 79.0 valtrna_c --> RSc0249_c + 4982.676 adp_c + 4982.676 h_c + 4982.676 pi_c + 128.0 trnaala_c + 62.0 trnaarg_c + 291.0 trnaasp_c + 46.0 trnagln_c + 42.0 trnaglu_c + 232.0 trnagly_c + 14.0 trnahis_c + 58.0 trnaile_c + 131.0 trnaleu_c + 25.0 trnalys_c + 10.0 trnamet_c + 41.0 trnaphe_c + 31.0 trnapro_c + 101.0 trnaser_c + 122.0 trnathr_c + 17.0 trnatrp_c + 69.0 trnatyr_c + 79.0 trnaval_c
EX_T6SS_E_RSp0518_e_,RSp0518_e --> RSp0518_b
HOMt2pp,h_p + hom_L_c --> h_c + hom_L_p
EX_nac_e_,nac_e <=> nac_b
PROT_pe_Rsl_S,Rsl_p + 91.0 atp_c + 91.0 h2o_c --> Rsl_e + 91.0 adp_c + 91.0 h_c + 91.0 pi_c
MI1PP,h2o_c + mi1p_D_c --> inost_c + pi_c
THRtex,thr_L_e <=> thr_L_p
GTPDPK,atp_c + gtp_c --> amp_c + gdptp_c + h_c
T3SS_E_RipG2_S,RipG2_c + 1035.0 atp_c + 1035.0 h2o_c --> RipG2_e + 1035.0 adp_c + 1035.0 h_c + 1035.0 pi_c
PROT_pe_RSp0881_S,RSp0881_p + 767.0 atp_c + 767.0 h2o_c --> RSp0881_e + 767.0 adp_c + 767.0 h_c + 767.0 pi_c
ALLTAHr,alltt_c + h2o_c <=> urdglyc_c + urea_c
3OHPAMES,3hpalmACP_c + amet_c + h2o_c --> 3ohpame_c + ACP_c + ahcys_c + h_c
ARGDC,arg_L_c + h_c --> agm_c + co2_c
MALS,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal_L_c
CYOCBB3_2pp,4.0 focytc_c + 6.0 h_c + o2_c --> 4.0 ficytc_c + 2.0 h2o_c + 2.0 h_p
MALT,h2o_c + malt_c --> 2.0 glc_D_c
UDCPDPpp,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p
PC6YM,2.0 amet_c + pre6b_c --> 2.0 ahcys_c + co2_c + 2.0 h_c + pre8_c
ACPCD,acpc_c + h2o_c <=> 2obut_c + nh4_c
PROT_ce_RSc0246_S,RSc0246_c + 1156.0 atp_c + 1156.0 h2o_c --> RSc0246_e + 1156.0 adp_c + 1156.0 h_c + 1156.0 pi_c
EX_Resoc_e_,resoc_e <=> resoc_b
EX_isetac_e_,isetac_e <=> isetac_b
KMBAOX,2kmb_e + ohr_e --> ch4s_e + 2.0 co2_e + etle_e
T3SS_E_RipAJ_S,RipAJ_c + 306.0 atp_c + 306.0 h2o_c --> RipAJ_e + 306.0 adp_c + 306.0 h_c + 306.0 pi_c
EX_met_L_ala_L_e_,met_L_ala_L_e <=> met_L_ala_L_b
MLDEP1pp,h2o_p + murein3px3p_p --> murein3p3p_p
CYStpp,cys_L_c --> cys_L_p
ICDHyr,icit_c + nadp_c <=> akg_c + co2_c + nadph_c
EX_T3SS_E_RipG1_e_,RipG1_e <=> RipG1_b
23PDE4pp,23ccmp_p + h2o_p --> 3cmp_p + h_p
3OAR60,3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c
EX_acon_e_,acon_C_e <=> acon_C_b
FACOAL60t2pp,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
CD2t3pp,cd2_c + h_p --> cd2_b + h_c
GLYBabcpp,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
NOVBCNtpp,h_p + novbcn_p --> h_c + novbcn_b
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c
PGCDr,3pg_c + nad_c <=> 3php_c + h_c + nadh_c
PACtex,pac_e <=> pac_p
SULFACtex,sulfac_e <=> sulfac_p
MCITD,2mcit_c --> 2mcacn_c + h2o_c
CLPNS120pp,2.0 pg120_p <=> clpn120_p + glyc_p
GLYCLTDy,glx_c + h_c + nadph_c --> glyclt_c + nadp_c
EX_PCW_RSp1071_e_,PCW_RSp1071_LPS_e --> PCW_RSp1071_LPS_b
MCTP2App,murein5p5p5p_p --> 2.0 ala_D_p + murein5px4px4p_p
GLYCLTDx,glx_c + h_c + nadh_c --> glyclt_c + nad_c
TYRtex,tyr_L_e <=> tyr_L_p
PME,h2o_e + pect_e --> 0.6 meoh_e + polygalurnxu_e
NOtex,no_e <=> no_p
SULFOX,2.0 ficytc_c + h2o_c + so3_c --> 2.0 focytc_c + 2.0 h_c + so4_c
EX_ala_L_glu_L_e_,ala_L_glu_L_e <=> ala_L_glu_L_b
ALATA_L,akg_c + ala_L_c <=> glu_L_c + pyr_c
OPAH,5oxpro_c + atp_c + 2.0 h2o_c --> adp_c + glu_L_c + h_c + pi_c
MOHMT,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c
ABUTtex,4abut_e <=> 4abut_p
ARBTNLR,2.0 arbtnl_fe3_c + nadph_c --> 2.0 arbtnl_c + 2.0 fe2_c + h_c + nadp_c
RFURB,ralf2_c --> co2_c + ralfB_c
ALDD19x,h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c
MPTAT,atp_c + h_c + mpt_c --> mptamp_c + ppi_c
UHBZ1t_pp_,4hbz_p + h_p <=> 4hbz_c + h_c
CHTNDA,chtbs_c + 2.0 h2o_c <=> 2.0 ac_c + chitos_c + 2.0 h_c
FEMINE,cl_c + fe2_c + h2o_c --> fe2ohcl_c + h_c
EX_protein_RSp1536_e_,RSp1536_e --> RSp1536_b
AGM4PCP,anhgm4p_c + h2o_c --> ala_D_c + anhgm3p_c
FDMO2,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c
FDMO4,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c
